FlorentineDrawings_IdentifierBB1961,BB_1961_number_letter,,,,BB_1938_number_letter,BB_1938_FirstPageNumber,BB_1938_LastPageNumber,BB_1903_number_letter,BB_1903_number_sortable,BB_1903_FirstPageNumber,BB_1903_LastPageNumber,1903_IIIF_URL,1903_200px_image,1903_500px_image
0424C_2-Berenson,424,C,(2),,424 C,38,,428,428,21,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$54i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__054.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__054.jpg
0503D_1-Berenson,503,D,(1),,390 E,36,,429,429,21,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$54i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__054.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__054.jpg
0503D_2-Berenson,503,D,(2),,390 E,36,,429,429,21,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$54i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__054.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__054.jpg
000459G-Berenson,459,G,,,459 G,41,,430,430,21,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$54i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__054.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__054.jpg
00463A1-Berenson,463 A-1,,78,,431,38,,431,431,21,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$54i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__054.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__054.jpg
000438B-Berenson,438,B,,,432,38,,432,432,21,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$54i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__054.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__054.jpg
00203L1-Berenson,203 L-1,,45,,433,39,,433,433,21,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$54i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__054.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__054.jpg
000428A-Berenson,428,A,,,428 A,38,,434,434,21,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$54i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__054.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__054.jpg
000212B-Berenson,212 B,,47,,212 B,24,,435,435,21,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$54i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__054.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__054.jpg
000424A-Berenson,424,A,,,424 A,38,,436,436,21,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$54i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__054.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__054.jpg
000424B-Berenson,424,B,,,424 B,38,,437,437,21,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$54i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__054.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__054.jpg
000459H-Berenson,459,H,,,438,39,,438,438,21,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$54i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__054.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__054.jpg
000212D-Berenson,212 D,,47,,212 D,24,,439,439,21,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$54i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__054.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__054.jpg
002740A-Berenson,"2,740",A,,,2740 A,,,440,440,21,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$54i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__054.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__054.jpg
000212E-Berenson,212 E,,47,,212 E,24,,441,441,21,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$54i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__054.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__054.jpg
0000442-Berenson,442,,,,442,,,442,442,21,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$54i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__054.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__054.jpg
0000443-Berenson,443,,,,443,,,443,443,21,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$54i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__054.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__054.jpg
0000444-Berenson,444,,,,444,39,,444,444,21,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$54i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__054.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__054.jpg
0000445-Berenson,445,,,,445,40,,445,445,21,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$54i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__054.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__054.jpg
0000446-Berenson,446,,,,446,40,,446,446,21,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$54i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__054.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__054.jpg
0000447-Berenson,447,,,,447,40,,447,447,21,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$54i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__054.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__054.jpg
0000448-Berenson,448,,,,448,40,,448,448,21,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$54i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__054.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__054.jpg
0000449-Berenson,449,,,,449,40,,449,449,21,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$54i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__054.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__054.jpg
0000450-Berenson,450,,,,450,40,,450,450,21,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$54i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__054.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__054.jpg
0000451-Berenson,451,,,,451,40,,451,451,21,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$54i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__054.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__054.jpg
0000452-Berenson,452,,,,452,40,,452,452,22,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$57i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__057.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__057.jpg
0000453-Berenson,453,,,,453,40,,453,453,22,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$57i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__057.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__057.jpg
0000454-Berenson,454,,,,454,40,,454,454,22,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$57i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__057.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__057.jpg
0000455-Berenson,455,,,,455,40,,455,455,22,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$57i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__057.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__057.jpg
0000456-Berenson,456,,,,456,40,,456,456,22,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$57i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__057.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__057.jpg
0000457-Berenson,457,,,,457,40,,457,457,22,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$57i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__057.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__057.jpg
0000458-Berenson,458,,,,458,40,,458,458,22,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$57i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__057.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__057.jpg
0000461-Berenson,461,,,,461,41,,461,461,21,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$54i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__054.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__054.jpg
0000462-Berenson,462,,,,462,41,,462,462,21,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$54i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__054.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__054.jpg
0000463-Berenson,463,,,,463,41,,463,463,21,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$54i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__054.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__054.jpg
0000464-Berenson,464,,,,464,42,,464,464,22,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$57i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__057.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__057.jpg
0000465-Berenson,465,,,,465,42,,465,465,22,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$57i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__057.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__057.jpg
0000466-Berenson,466,,,,466,42,,466,466,22,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$57i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__057.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__057.jpg
0000467-Berenson,467,,,,467,42,,467,467,22,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$57i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__057.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__057.jpg
0000468-Berenson,468,,,,468,42,,468,468,22,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$57i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__057.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__057.jpg
0000469-Berenson,469,,,,469,42,,469,469,22,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$57i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__057.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__057.jpg
0000470-Berenson,470,,,,470,42,,470,470,22,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$57i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__057.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__057.jpg
0000471-Berenson,471,,,,471,42,,471,471,22,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$57i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__057.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__057.jpg
0000472-Berenson,472,,,,472,42,,472,472,22,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$57i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__057.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__057.jpg
0000473-Berenson,473,,,,473,42,,473,473,22,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$57i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__057.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__057.jpg
0000474-Berenson,474,,,,474,42,,474,474,22,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$57i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__057.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__057.jpg
0000475-Berenson,475,,,,475,42,,475,475,22,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$57i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__057.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__057.jpg
0000476-Berenson,476,,,,476,42,,476,476,22,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$57i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__057.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__057.jpg
0000477-Berenson,477,,,,477,43,,477,477,23,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$58i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__058.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__058.jpg
0000478-Berenson,478,,,,478,43,,478,478,23,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$58i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__058.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__058.jpg
0000480-Berenson,480,,,,480,43,,480,480,23,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$58i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__058.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__058.jpg
0000481-Berenson,481,,,,481,43,,481,481,23,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$58i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__058.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__058.jpg
0000482-Berenson,482,,,,482,43,,482,482,23,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$58i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__058.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__058.jpg
0000483-Berenson,483,,,,483,43,,483,483,23,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$58i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__058.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__058.jpg
0000484-Berenson,484,,,,484,43,,484,484,23,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$58i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__058.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__058.jpg
0000485-Berenson,485,,,,485,43,,485,485,23,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$58i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__058.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__058.jpg
0000487-Berenson,487,,,,487,44,,487,487,23,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$58i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__058.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__058.jpg
0000488-Berenson,488,,,,488,44,,488,488,23,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$58i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__058.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__058.jpg
0000489-Berenson,489,,,,489,44,,489,489,23,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$58i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__058.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__058.jpg
0000490-Berenson,490,,,,490,44,,490,490,23,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$58i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__058.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__058.jpg
0000491-Berenson,491,,,,491,44,,491,491,23,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$58i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__058.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__058.jpg
0000492-Berenson,492,,,,492,44,,492,492,23,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$58i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__058.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__058.jpg
0000493-Berenson,493,,,,493,44,,493,493,23,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$58i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__058.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__058.jpg
000203M-Berenson,203 M,,45,,203 M,23,,494,494,23,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$58i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__058.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__058.jpg
000203N-Berenson,203 N,,45,,203 N,23,,494,494,23,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$58i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__058.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__058.jpg
494AFol7-Berenson,494,A,(Fol.7),,495,,,495,495,23,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$58i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__058.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__058.jpg
