0000017-Berenson1961,"Albertinelli, Mariotto",17,"Albertinelli, Mariotto",17,"Albertinelli, Mariotto"
0000862-Berenson1961,"Ghirlandaio, David",862,862,"Ghirlandaio, David",42,Alunno Di Domenico
000862B-Berenson1961,"Ghirlandaio, Domenico",862 B,862 B,"Ghirlandaio, Domenico",888,"Ghirlandaio, Domenico"
0000863-Berenson1961,"Ghirlandaio, Domenico",863,863,"Ghirlandaio, Domenico",863,"Ghirlandaio, Domenico"
0000864-Berenson1961,"Ghirlandaio, Domenico",864,864,"Ghirlandaio, Domenico",864,"Ghirlandaio, Domenico"
0000865-Berenson1961,"Ghirlandaio, Domenico",865,865,"Ghirlandaio, Domenico",865,"Ghirlandaio, Domenico"
0000866-Berenson1961,"Ghirlandaio, Domenico",866,866,"Ghirlandaio, Domenico",866,"Ghirlandaio, Domenico"
0000868-Berenson1961,"Ghirlandaio, Domenico",868,868,"Ghirlandaio, Domenico",868,"Ghirlandaio, Domenico"
0000871-Berenson1961,"Ghirlandaio, Domenico",871,871,"Ghirlandaio, Domenico",871,"Ghirlandaio, Domenico"
0000872-Berenson1961,"Ghirlandaio, Domenico",872,872,"Ghirlandaio, Domenico",872,"Ghirlandaio, Domenico"
0000873-Berenson1961,"Ghirlandaio, Domenico",873,873,"Ghirlandaio, Domenico",873,"Ghirlandaio, Domenico"
0000874-Berenson1961,"Ghirlandaio, Domenico",874,874,"Ghirlandaio, Domenico",874,"Ghirlandaio, Domenico"
0000875-Berenson1961,"Ghirlandaio, Domenico",875,875,"Ghirlandaio, Domenico",875,"Ghirlandaio, Domenico"
0000876-Berenson1961,"Ghirlandaio, Domenico",876,876,"Ghirlandaio, Domenico",876,"Ghirlandaio, Domenico"
0000877-Berenson1961,"Ghirlandaio, Domenico",877,877,"Ghirlandaio, Domenico",877,"Ghirlandaio, Domenico"
0000878-Berenson1961,"Ghirlandaio, Domenico",878,878,"Ghirlandaio, Domenico",878,"Ghirlandaio, Domenico"
0000879-Berenson1961,"Ghirlandaio, Domenico",879,879,"Ghirlandaio, Domenico",879,"Ghirlandaio, Domenico"
0000880-Berenson1961,"Ghirlandaio, Domenico",880,880,"Ghirlandaio, Domenico",880,"Ghirlandaio, Domenico"
0000881-Berenson1961,"Ghirlandaio, Domenico",881,881,"Ghirlandaio, Domenico",881,"Ghirlandaio, Domenico"
0000882-Berenson1961,"Ghirlandaio, Domenico",882,882,"Ghirlandaio, Domenico",882,"Ghirlandaio, Domenico"
0000883-Berenson1961,"Ghirlandaio, Domenico",883,883,"Ghirlandaio, Domenico",883,"Ghirlandaio, Domenico"
0000884-Berenson1961,"Ghirlandaio, Domenico",884,884,"Ghirlandaio, Domenico",884,"Ghirlandaio, Domenico"
0000885-Berenson1961,"Ghirlandaio, Domenico",885,885,"Ghirlandaio, Domenico",885,"Ghirlandaio, Domenico"
0000886-Berenson1961,"Ghirlandaio, Domenico",886,886,"Ghirlandaio, Domenico",886,"Ghirlandaio, Domenico"
0000887-Berenson1961,"Ghirlandaio, Domenico",887,887,"Ghirlandaio, Domenico",887,"Ghirlandaio, Domenico"
0000889-Berenson1961,"Ghirlandaio, Domenico",889,889,"Ghirlandaio, Domenico",889,"Ghirlandaio, Domenico"
0000890-Berenson1961,"Ghirlandaio, Domenico",890,890,"Ghirlandaio, Domenico",890,"Ghirlandaio, Domenico"
000890A-Berenson1961,"Ghirlandaio, Domenico",890 A,890 A,"Ghirlandaio, Domenico",890 A,"Ghirlandaio, Domenico"
0000891-Berenson1961,"Ghirlandaio, Domenico",891,891,"Ghirlandaio, Domenico",891,"Ghirlandaio, Domenico"
0000892-Berenson1961,"Ghirlandaio, Domenico",892,892,"Ghirlandaio, Domenico",892,"Ghirlandaio, Domenico"
0000893-Berenson1961,"Ghirlandaio, Domenico",893,893,"Ghirlandaio, Domenico",893,"Ghirlandaio, Domenico"
0000895-Berenson1961,Domenico Ghirlandajo,895,895,Domenico Ghirlandajo,895,Domenico Ghirlandajo
0000897-Berenson1961,Domenico Ghirlandajo,897,897,Domenico Ghirlandajo,897,Domenico Ghirlandajo
0000898-Berenson1961,Domenico Ghirlandajo,898,898,Domenico Ghirlandajo,898,Domenico Ghirlandajo
0000899-Berenson1961,"Ghirlandajo, Ridolfo",899,899,"Ghirlandajo, Ridolfo",899,"Ghirlandajo, Ridolfo"
0000900-Berenson1961,"Ghirlandajo, Ridolfo",900,900,"Ghirlandajo, Ridolfo",900,"Ghirlandajo, Ridolfo"
0000901-Berenson1961,"Ghirlandajo, Ridolfo",901,901,"Ghirlandajo, Ridolfo",901,"Ghirlandajo, Ridolfo"
0000902-Berenson1961,"Ghirlandajo, Ridolfo",902,902,"Ghirlandajo, Ridolfo",902,"Ghirlandajo, Ridolfo"
0000903-Berenson1961,Ridolfo del Ghirlandajo,903,903,Ridolfo del Ghirlandajo,903,Ridolfo del Ghirlandajo
0000904-Berenson1961,Ridolfo del Ghirlandajo,904,904,Ridolfo del Ghirlandajo,904,Ridolfo del Ghirlandajo
0000905-Berenson1961,Ridolfo del Ghirlandajo,905,905,Ridolfo del Ghirlandajo,905,Ridolfo del Ghirlandajo
0000906-Berenson1961,Giusto d'Andrea,906,906,Giusto d'Andrea,906,Giusto d'Andrea
0000907-Berenson1961,"Granacci, Francesco",907,907,"Granacci, Francesco",907,"Granacci, Francesco"
0000908-Berenson1961,"Granacci, Francesco",908,908,"Granacci, Francesco",908,"Granacci, Francesco"
0000909-Berenson1961,"Granacci, Francesco",909,909,"Granacci, Francesco",909,"Granacci, Francesco"
0000910-Berenson1961,"Granacci, Francesco",910,910,"Granacci, Francesco",910,"Granacci, Francesco"
0000911-Berenson1961,"Granacci, Francesco",911,911,"Granacci, Francesco",911,"Granacci, Francesco"
0000912-Berenson1961,"Granacci, Francesco",912,912,"Granacci, Francesco",912,"Granacci, Francesco"
0000913-Berenson1961,"Granacci, Francesco",913,913,"Granacci, Francesco",913,"Granacci, Francesco"
0000917-Berenson1961,"Granacci, Francesco",917,917,"Granacci, Francesco",917,"Granacci, Francesco"
0000918-Berenson1961,"Granacci, Francesco",918,918,"Granacci, Francesco",918,"Granacci, Francesco"
0000919-Berenson1961,"Granacci, Francesco",919,919,"Granacci, Francesco",919,"Granacci, Francesco"
0000920-Berenson1961,"Granacci, Francesco",920,920,"Granacci, Francesco",920,"Granacci, Francesco"
0000922-Berenson1961,"Granacci, Francesco",922,922,"Granacci, Francesco",922,"Granacci, Francesco"
0000923-Berenson1961,"Granacci, Francesco",923,923,"Granacci, Francesco",923,"Granacci, Francesco"
0000924-Berenson1961,"Granacci, Francesco",924,924,"Granacci, Francesco",924,"Granacci, Francesco"
0000925-Berenson1961,"Granacci, Francesco",925,925,"Granacci, Francesco",925,"Granacci, Francesco"
0000926-Berenson1961,"Granacci, Francesco",926,926,"Granacci, Francesco",926,"Granacci, Francesco"
0000927-Berenson1961,"Granacci, Francesco",927,927,"Granacci, Francesco",927,"Granacci, Francesco"
0000928-Berenson1961,"Granacci, Francesco",928,928,"Granacci, Francesco",928,"Granacci, Francesco"
0000929-Berenson1961,"Granacci, Francesco",929,929,"Granacci, Francesco",929,"Granacci, Francesco"
0000930-Berenson1961,"Granacci, Francesco",930,930,"Granacci, Francesco",930,"Granacci, Francesco"
0000931-Berenson1961,"Granacci, Francesco",931,931,"Granacci, Francesco",931,"Granacci, Francesco"
0000932-Berenson1961,"Granacci, Francesco",932,932,"Granacci, Francesco",932,"Granacci, Francesco"
0000933-Berenson1961,"Granacci, Francesco",933,933,"Granacci, Francesco",933,"Granacci, Francesco"
0000934-Berenson1961,"Granacci, Francesco",934,934,"Granacci, Francesco",934,"Granacci, Francesco"
0000935-Berenson1961,"Granacci, Francesco",935,935,"Granacci, Francesco",935,"Granacci, Francesco"
0000936-Berenson1961,"Granacci, Francesco",936,936,"Granacci, Francesco",936,"Granacci, Francesco"
0000937-Berenson1961,"Granacci, Francesco",937,937,"Granacci, Francesco",937,"Granacci, Francesco"
0000938-Berenson1961,"Granacci, Francesco",938,938,"Granacci, Francesco",938,"Granacci, Francesco"
0000939-Berenson1961,"Granacci, Francesco",939,939,"Granacci, Francesco",939,"Granacci, Francesco"
0000940-Berenson1961,"Granacci, Francesco",940,940,"Granacci, Francesco",940,"Granacci, Francesco"
0000941-Berenson1961,"Granacci, Francesco",941,941,"Granacci, Francesco",941,"Granacci, Francesco"
0000942-Berenson1961,"Granacci, Francesco",942,942,"Granacci, Francesco",942,"Granacci, Francesco"
0000943-Berenson1961,"Granacci, Francesco",943,943,"Granacci, Francesco",943,"Granacci, Francesco"
0000944-Berenson1961,"Granacci, Francesco",944,944,"Granacci, Francesco",944,"Granacci, Francesco"
0000945-Berenson1961,"Granacci, Francesco",945,945,"Granacci, Francesco",945,"Granacci, Francesco"
0000946-Berenson1961,"Granacci, Francesco",946,946,"Granacci, Francesco",946,"Granacci, Francesco"
0000947-Berenson1961,"Granacci, Francesco",947,947,"Granacci, Francesco",947,"Granacci, Francesco"
0000948-Berenson1961,"Granacci, Francesco",948,948,"Granacci, Francesco",948,"Granacci, Francesco"
0000949-Berenson1961,"Granacci, Francesco",949,949,"Granacci, Francesco",949,"Granacci, Francesco"
0000954-Berenson1961,"Granacci, Francesco",954,954,"Granacci, Francesco",954,"Granacci, Francesco"
0000955-Berenson1961,"Granacci, Francesco",955,955,"Granacci, Francesco",955,"Granacci, Francesco"
0000956-Berenson1961,"Granacci, Francesco",956,956,"Granacci, Francesco",956,"Granacci, Francesco"
0000957-Berenson1961,"Granacci, Francesco",957,957,"Granacci, Francesco",957,"Granacci, Francesco"
0000958-Berenson1961,"Granacci, Francesco",958,958,"Granacci, Francesco",958,"Granacci, Francesco"
0000959-Berenson1961,"Granacci, Francesco",959,959,"Granacci, Francesco",959,"Granacci, Francesco"
0000960-Berenson1961,"Granacci, Francesco",960,960,"Granacci, Francesco",960,"Granacci, Francesco"
0000961-Berenson1961,"Granacci, Francesco",961,961,"Granacci, Francesco",961,"Granacci, Francesco"
0000962-Berenson1961,"Granacci, Francesco",962,962,"Granacci, Francesco",962,"Granacci, Francesco"
0000963-Berenson1961,"Granacci, Francesco",963,963,"Granacci, Francesco",963,"Granacci, Francesco"
0000964-Berenson1961,"Granacci, Francesco",964,964,"Granacci, Francesco",964,"Granacci, Francesco"
0000965-Berenson1961,"Granacci, Francesco",965,965,"Granacci, Francesco",965,"Granacci, Francesco"
0000966-Berenson1961,"Granacci, Francesco",966,966,"Granacci, Francesco",966,"Granacci, Francesco"
0000967-Berenson1961,"Granacci, Francesco",967,967,"Granacci, Francesco",967,"Granacci, Francesco"
0000968-Berenson1961,"Granacci, Francesco",968,968,"Granacci, Francesco",968,"Granacci, Francesco"
0000969-Berenson1961,"Granacci, Francesco",969,969,"Granacci, Francesco",969,"Granacci, Francesco"
000969D-Berenson1961,"Granacci, Francesco",969 D,969 D,"Granacci, Francesco",832,David Ghirlandajo
0000970-Berenson1961,"Granacci, Francesco",970,970,"Granacci, Francesco",970,"Granacci, Francesco"
000970A-Berenson1961,"Granacci, Francesco",970 A,970 A,"Granacci, Francesco",914,"Granacci, Francesco"
000970B-Berenson1961,"Granacci, Francesco",970 B,970 B,"Granacci, Francesco",915,"Granacci, Francesco"
000970C-Berenson1961,"Granacci, Francesco",970 C,970 C,"Granacci, Francesco",916,"Granacci, Francesco"
000971A-Berenson1961,"Granacci, Francesco",971 A,971 A,"Granacci, Francesco",921,"Granacci, Francesco"
0000972-Berenson1961,"Granacci, Francesco",972,972,"Granacci, Francesco",972,"Granacci, Francesco"
0000973-Berenson1961,"Granacci, Francesco",973,973,"Granacci, Francesco",973,"Granacci, Francesco"
0000974-Berenson1961,"Granacci, Francesco",974,974,"Granacci, Francesco",740,Credi
000974A-Berenson1961,"Granacci, Francesco",974 A,974 A,"Granacci, Francesco",950,"Granacci, Francesco"
000974B-Berenson1961,"Granacci, Francesco",974 B,974 B,"Granacci, Francesco",951,"Granacci, Francesco"
000974C-Berenson1961,"Granacci, Francesco",974 C,974 C,"Granacci, Francesco",952,"Granacci, Francesco"
000974D-Berenson1961,"Granacci, Francesco",974 D,974 D,"Granacci, Francesco",953,"Granacci, Francesco"
0000975-Berenson1961,"Granacci, Francesco",975,975,"Granacci, Francesco",975,"Granacci, Francesco"
0000976-Berenson1961,"Granacci, Francesco",976,976,"Granacci, Francesco",976,"Granacci, Francesco"
0000977-Berenson1961,"Granacci, Francesco",977,977,"Granacci, Francesco",977,"Granacci, Francesco"
0000978-Berenson1961,"Granacci, Francesco",978,978,"Granacci, Francesco",978,"Granacci, Francesco"
0000979-Berenson1961,"Granacci, Francesco",979,979,"Granacci, Francesco",979,"Granacci, Francesco"
0000980-Berenson1961,"Granacci, Francesco",980,980,"Granacci, Francesco",980,"Granacci, Francesco"
0000981-Berenson1961,"Granacci, Francesco",981,981,"Granacci, Francesco",981,"Granacci, Francesco"
0000982-Berenson1961,"Granacci, Francesco",982,982,"Granacci, Francesco",982,"Granacci, Francesco"
0000983-Berenson1961,"Granacci, Francesco",983,983,"Granacci, Francesco",983,"Granacci, Francesco"
0000984-Berenson1961,"Granacci, Francesco",984,984,"Granacci, Francesco",984,"Granacci, Francesco"
0000985-Berenson1961,"Granacci, Francesco",985,985,"Granacci, Francesco",985,"Granacci, Francesco"
000985A-Berenson1961,"Granacci, Francesco",985 A,985 A,"Granacci, Francesco",985 A,"Granacci, Francesco"
000985B-Berenson1961,"Granacci, Francesco",985 B,985 B,"Granacci, Francesco",985 A,"Granacci, Francesco"
0000986-Berenson1961,"Granacci, Francesco",986,986,"Granacci, Francesco",986,"Granacci, Francesco"
0000988-Berenson1961,"Granacci, Francesco",988,988,"Granacci, Francesco",988,"Granacci, Francesco"
0000989-Berenson1961,"Granacci, Francesco",989,989,"Granacci, Francesco",989,"Granacci, Francesco"
0000990-Berenson1961,"Granacci, Francesco",990,990,"Granacci, Francesco",990,"Granacci, Francesco"
0000991-Berenson1961,"Granacci, Francesco",991,991,"Granacci, Francesco",991,"Granacci, Francesco"
0000992-Berenson1961,"Granacci, Francesco",992,992,"Granacci, Francesco",992,"Granacci, Francesco"
0000993-Berenson1961,"Granacci, Francesco",993,993,"Granacci, Francesco",993,"Granacci, Francesco"
0000994-Berenson1961,"Granacci, Francesco",994,994,"Granacci, Francesco",994,"Granacci, Francesco"
0000995-Berenson1961,"Granacci, Francesco",995,995,"Granacci, Francesco",995,"Granacci, Francesco"
0000996-Berenson1961,"Granacci, Francesco",996,996,"Granacci, Francesco",996,"Granacci, Francesco"
0000997-Berenson1961,"Granacci, Francesco",997,997,"Granacci, Francesco",997,"Granacci, Francesco"
0000999-Berenson1961,"Granacci, Francesco",999,999,"Granacci, Francesco",999,"Granacci, Francesco"
0001000-Berenson1961,"Granacci, Francesco",1000,1000,"Granacci, Francesco",1000,"Granacci, Francesco"
0001001-Berenson1961,"Granacci, Francesco",1001,1001,"Granacci, Francesco",1001,"Granacci, Francesco"
0001002-Berenson1961,"Granacci, Francesco",1002,1002,"Granacci, Francesco",1002,"Granacci, Francesco"
0001003-Berenson1961,"Granacci, Francesco",1003,1003,"Granacci, Francesco",1003,"Granacci, Francesco"
0001004-Berenson1961,"Granacci, Francesco",1004,1004,"Granacci, Francesco",1004,"Granacci, Francesco"
0001005-Berenson1961,"Granacci, Francesco",1005,1005,"Granacci, Francesco",1005,"Granacci, Francesco"
0001006-Berenson1961,"Granacci, Francesco",1006,1006,"Granacci, Francesco",1006,"Granacci, Francesco"
0001007-Berenson1961,"Granacci, Francesco",1007,1007,"Granacci, Francesco",1007,"Granacci, Francesco"
0001008-Berenson1961,"Granacci, Francesco",1008,1008,"Granacci, Francesco",1008,"Granacci, Francesco"
0001009-Berenson1961,"Granacci, Francesco",1009,1009,"Granacci, Francesco",1009,"Granacci, Francesco"
001010A-Berenson1961,Leonardo da Vinci,1010 A,1010 A,Leonardo da Vinci,1072,Leonardo da Vinci
001010B-Berenson1961,Leonardo da Vinci,1010 B,1010 B,Leonardo da Vinci,1073,Leonardo da Vinci
001010C-Berenson1961,Leonardo da Vinci,1010 C,1010 C,Leonardo da Vinci,1074,Leonardo da Vinci
001010D-Berenson1961,Leonardo da Vinci,1010 D,1010 D,Leonardo da Vinci,1075,Leonardo da Vinci
001010E-Berenson1961,Leonardo da Vinci,1010 E,1010 E,Leonardo da Vinci,1076,Leonardo da Vinci
001010F-Berenson1961,Leonardo da Vinci,1010 F,1010 F,Leonardo da Vinci,1077,Leonardo da Vinci
001010G-Berenson1961,Leonardo da Vinci,1010 G,1010 G,Leonardo da Vinci,1078,Leonardo da Vinci
001010H-Berenson1961,Leonardo da Vinci,1010 H,1010 H,Leonardo da Vinci,1079,Leonardo da Vinci
0001011-Berenson1961,Leonardo da Vinci,1011,1011,Leonardo da Vinci,1011,Leonardo da Vinci
0001012-Berenson1961,Leonardo da Vinci,1012,1012,Leonardo da Vinci,1012,Leonardo da Vinci
0001013-Berenson1961,Leonardo da Vinci,1013,1013,Leonardo da Vinci,1013,Leonardo da Vinci
0001014-Berenson1961,Leonardo da Vinci,1014,1014,Leonardo da Vinci,1014,Leonardo da Vinci
001014A-Berenson1961,Leonardo da Vinci,1014 A,1014 A,Leonardo da Vinci,2790,Verrocchio
0001015-Berenson1961,Leonardo da Vinci,1015,1015,Leonardo da Vinci,1015,Leonardo da Vinci
001015A-Berenson1961,Leonardo da Vinci,1015 A,1015 A,Leonardo da Vinci,2791,Verrocchio
001015B-Berenson1961,Leonardo da Vinci,1015 B,1015 B,Leonardo da Vinci,2792,Verrocchio
001015C-Berenson1961,Leonardo da Vinci,1015 C,1015 C,Leonardo da Vinci,2793,Verrocchio
0001016-Berenson1961,Leonardo da Vinci,1016,1016,Leonardo da Vinci,1016,Leonardo da Vinci
0001017-Berenson1961,Leonardo da Vinci,1017,1017,Leonardo da Vinci,1017,Leonardo da Vinci
0001018-Berenson1961,Leonardo da Vinci,1018,1018,Leonardo da Vinci,1018,Leonardo da Vinci
0001019-Berenson1961,Leonardo da Vinci,1019,1019,Leonardo da Vinci,1019,Leonardo da Vinci
0001020-Berenson1961,Leonardo da Vinci,1020,1020,Leonardo da Vinci,1020,Leonardo da Vinci
0001021-Berenson1961,Leonardo da Vinci,1021,1021,Leonardo da Vinci,1021,Leonardo da Vinci
0001022-Berenson1961,Leonardo da Vinci,1022,1022,Leonardo da Vinci,1022,Leonardo da Vinci
0001023-Berenson1961,Leonardo da Vinci,1023,1023,Leonardo da Vinci,1023,Leonardo da Vinci
0001024-Berenson1961,Leonardo da Vinci,1024,11024,Leonardo da Vinci,1024,Leonardo da Vinci
0001025-Berenson1961,Leonardo da Vinci,1025,1025,Leonardo da Vinci,1025,Leonardo da Vinci
0001026-Berenson1961,Leonardo da Vinci,1026,1026,Leonardo da Vinci,1026,Leonardo da Vinci
0001027-Berenson1961,Leonardo da Vinci,1027,1027,Leonardo da Vinci,1027,Leonardo da Vinci
0001028-Berenson1961,Leonardo da Vinci,1028,1028,Leonardo da Vinci,1028,Leonardo da Vinci
0001029-Berenson1961,Leonardo da Vinci,1029,1029,Leonardo da Vinci,1029,Leonardo da Vinci
0001030-Berenson1961,Leonardo da Vinci,1030,1030,Leonardo da Vinci,1030,Leonardo da Vinci
0001031-Berenson1961,Leonardo da Vinci,1031,1031,Leonardo da Vinci,1031,Leonardo da Vinci
0001033-Berenson1961,Leonardo da Vinci,1033,1033,Leonardo da Vinci,1033,Leonardo da Vinci
0001034-Berenson1961,Leonardo da Vinci,1034,1034,Leonardo da Vinci,1034,Leonardo da Vinci
0001035-Berenson1961,Leonardo da Vinci,1035,1035,Leonardo da Vinci,1035,Leonardo da Vinci
0001036-Berenson1961,Leonardo da Vinci,1036,1036,Leonardo da Vinci,1036,Leonardo da Vinci
0001037-Berenson1961,Leonardo da Vinci,1037,1037,Leonardo da Vinci,1037,Leonardo da Vinci
001037A-Berenson1961,Leonardo da Vinci,1037 A,1037 A,Leonardo da Vinci,2799,Verrocchio
0001038-Berenson1961,Leonardo da Vinci,1038,1038,Leonardo da Vinci,1038,Leonardo da Vinci
0001039-Berenson1961,Leonardo da Vinci,1039,1039,Leonardo da Vinci,1039,Leonardo da Vinci
0001040-Berenson1961,Leonardo da Vinci,1040,1040,Leonardo da Vinci,1040,Leonardo da Vinci
0001041-Berenson1961,Leonardo da Vinci,1041,1041,Leonardo da Vinci,1041,Leonardo da Vinci
0001042-Berenson1961,Leonardo da Vinci,1042,1042,Leonardo da Vinci,1042,Leonardo da Vinci
0001043-Berenson1961,Leonardo da Vinci,1043,1043,Leonardo da Vinci,1043,Leonardo da Vinci
0001044-Berenson1961,Leonardo da Vinci,1044,1044,Leonardo da Vinci,1044,Leonardo da Vinci
001044A-Berenson1961,Leonardo da Vinci,1044 A,1044 A,Leonardo da Vinci,1116,Leonardo da Vinci
0001046-Berenson1961,Leonardo da Vinci,1046,1046,Leonardo da Vinci,1046,Leonardo da Vinci
0001047-Berenson1961,Leonardo da Vinci,1047,1047,Leonardo da Vinci,1047,Leonardo da Vinci
0001048-Berenson1961,Leonardo da Vinci,1048,1048,Leonardo da Vinci,1048,Leonardo da Vinci
0001049-Berenson1961,Leonardo da Vinci,1049,1049,Leonardo da Vinci,1049,Leonardo da Vinci
01049D1-Berenson1961,Leonardo da Vinci,1049 D-1,1045,Leonardo da Vinci,1045,Leonardo da Vinci
0001050-Berenson1961,Leonardo da Vinci,1050,1050,Leonardo da Vinci,1050,Leonardo da Vinci
0001051-Berenson1961,Leonardo da Vinci,1051,1051,Leonardo da Vinci,1051,Leonardo da Vinci
0001052-Berenson1961,Leonardo da Vinci,1052,1052,Leonardo da Vinci,1052,Leonardo da Vinci
0001054-Berenson1961,Leonardo da Vinci,1054,1054,Leonardo da Vinci,1054,Leonardo da Vinci
0001055-Berenson1961,Leonardo da Vinci,1055,1055,Leonardo da Vinci,1055,Leonardo da Vinci
0001056-Berenson1961,Leonardo da Vinci,1056,1056,Leonardo da Vinci,1056,Leonardo da Vinci
0001057-Berenson1961,Leonardo da Vinci,1057,1057,Leonardo da Vinci,1057,Leonardo da Vinci
0001058-Berenson1961,Leonardo da Vinci,1058,1058,Leonardo da Vinci,1058,Leonardo da Vinci
0001059-Berenson1961,Leonardo da Vinci,1059,1059,Leonardo da Vinci,1059,Leonardo da Vinci
0001060-Berenson1961,Leonardo da Vinci,1060,1060,Leonardo da Vinci,1060,Leonardo da Vinci
0001061-Berenson1961,Leonardo da Vinci,1061,1061,Leonardo da Vinci,1061,Leonardo da Vinci
0001062-Berenson1961,Leonardo da Vinci,1062,1062,Leonardo da Vinci,1062,Leonardo da Vinci
0001063-Berenson1961,Leonardo da Vinci,1063,1063,Leonardo da Vinci,1063,Leonardo da Vinci
0001064-Berenson1961,Leonardo da Vinci,1064,1064,Leonardo da Vinci,1064,Leonardo da Vinci
0001065-Berenson1961,Leonardo da Vinci,1065,1065,Leonardo da Vinci,1065,Leonardo da Vinci
0001066-Berenson1961,Leonardo da Vinci,1066,1066,Leonardo da Vinci,1066,Leonardo da Vinci
